,labels,SELFIES
35,1,[O][C][C][O][C][C][N][C][C][N][Branch2][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][Ring2]
36,1,[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C]
37,1,[F][C][Branch1][C][F][O][C][Branch1][C][Cl][C][Branch1][C][F][Branch1][C][F][F]
38,1,[N][C][=N][N][=C][Branch1][=N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl][C][Branch1][C][N][=N][Ring1][#C]
39,1,[O][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=N][C][Ring2][Ring1][Ring1][O]
40,1,[O][C][Branch2][Ring2][Ring2][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Ring2][Ring1][C][Ring1][#Branch2][C][C][C][C][C][N][Ring1][=Branch1]
41,1,[C][O][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][Cl][Cl]
42,1,[C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][N][Ring1][=Branch1]
43,1,[C][O][C][C][C][=C][C][=C][Branch1][=C][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][=C][Ring1][#C]
44,1,[C][N][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][C][Ring2][Ring1][Ring1]
45,1,[C][N][C][C][N][C][=N][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][C][Ring2][Ring1][Ring1]
46,1,[O][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring2][Ring1][C][O]
47,1,[C][C][Branch1][C][C][=C][C][N][C][C][C][Branch1][C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][C][Ring1][=C][C][Ring1][N][C]
48,1,[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C]
49,1,[C][C][Branch1][C][C][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][=Branch2][O]
50,1,[C][O][C][=C][C][=C][Branch1][O][C][C][N][C][=Branch1][C][=O][C][Ring1][=Branch1][C][=C][Ring1][N][O][C][C][C][C][C][Ring1][Branch1]
51,1,[C][C][C][N][Branch1][Ring2][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Ring1][=Branch1]
52,1,[F][C][O][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F]
53,1,[O][=C][Branch2][Ring1][#C][C][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][N][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
54,1,[C][C][=N][N][=C][N][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=N][C][Ring2][Ring1][Ring1]
55,1,[C][N][C][C][N][Branch2][Ring2][Ring1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C][C][C][Ring2][Ring1][O]
56,1,[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C]
57,1,[C][O][C][=Branch1][C][=O][C][C][Branch1][=C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring1][S][N][Ring1][Branch1][C]
58,1,[C][C][C][C][N][C][C][C][C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][#Branch2][C][Ring1][=N][C][Ring1][S]
59,1,[Cl][C][Branch1][C][Cl][Cl]
60,1,[C][C][C][C][C][O]
61,1,[C][C][Branch1][C][Cl][Branch1][C][Cl][Cl]
62,1,[C][=C]
63,1,[C][C][Branch1][C][C][Br]
64,1,[C][C][Branch1][C][C][Branch1][C][C][O]
65,1,[C][C][C][Branch1][C][C][Branch1][C][C][C]
66,1,[C][=C][C][=C][Branch2][Ring1][Ring1][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][Ring1][N][C][=C][Ring2][Ring1][C]
67,1,[C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O]
68,1,[Cl][C][=C][Branch1][C][Cl][Cl]
69,1,[C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
70,1,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C]
71,1,[C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2]
72,1,[C][C][C][Branch1][C][C][C][C]
73,1,[C][C][C][C][C][C][Ring1][Branch1]
74,1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
75,1,[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
76,1,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
77,1,[C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1]
78,1,[C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1]
79,1,[C][C][C][Br]
80,1,[C][C][C][C][Branch1][C][C][C]
81,1,[C][C][=Branch1][C][=O][O][C][Branch1][C][C][C]
82,1,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1]
83,1,[C][C][C][C][C][C][C][Ring1][=Branch1]
84,1,[C][C][C][O][C][Branch1][C][C][=O]
85,1,[C][C][C][C][C]
86,1,[C][=C][O][C][=C]
87,1,[C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C]
88,1,[C][C][C][C][C][C]
89,1,[C][C][C][C][C][C][Ring1][=Branch1]
90,1,[C][=C][C][C][C][C][C][C]
91,1,[C][C][C][C][C][C][C][C][C]
92,1,[C][C][C][C][C][C][C]
93,1,[C][C][C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O]
94,1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][C][Branch1][C][O][C][=C][C][Ring1][#Branch2][Ring1][#Branch1][C][C][N][Branch1][C][C][C][Ring1][S]
95,1,[C][=C][O][C][C][Branch1][C][F][Branch1][C][F][F]
96,1,[C][C][C][C][C][C][C][Ring1][=Branch1][C]
97,1,[C][C][C][C][C][Branch1][C][C][C]
98,1,[C][C][C][C][C][C][Branch1][C][C][C]
99,1,[C][C][C][C][C][O][C][Branch1][C][C][=O]
100,1,[Cl][C][C][Branch1][C][Cl][Branch1][C][Cl][Cl]
101,1,[C][C][O][C][Branch1][C][C][Branch1][C][C][C]
102,1,[C][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][#C][C][C][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][Branch1]
103,1,[C][C][C][C][C][C][C][C][Branch1][C][C][C]
104,1,[C][=C][C][C][C][C][C][C][C][C]
105,1,[C][O][C][Branch1][C][C][Branch1][C][C][C]
106,1,[C][C][C][C][C][C][C][C][C][C]
107,1,[F][S][Branch1][C][F][Branch1][C][F][Branch1][C][F][Branch1][C][F][F]
108,1,[C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
109,1,[C][C][C][C][C][C][C][Branch1][C][C][C]
110,1,[C][N][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C]
111,1,[C][C][C][C][O][C][Branch1][C][C][=O]
112,1,[C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C]
113,1,[C][=C][C][C][C][C][C][C][C]
114,1,[F][C][Branch1][C][Br][C][Branch1][C][F][Branch1][C][F][F]
115,1,[Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][Cl]
116,1,[C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=C][C][Ring1][=N][=C][Ring1][O][Ring1][#Branch1]
117,1,[C][N][C][C][C][C][C][Ring1][=Branch1][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][Ring2][Ring1][C]
118,1,[F][C][Branch1][C][F][O][C][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][F]
119,1,[C][C][C][N][C][C][Branch1][Ring2][C][S][C][C][C][C][=C][C][=C][C][NH1][C][=C][Branch1][=Branch1][C][Ring1][=Branch2][=Ring1][Branch1][C][C][Ring1][N][Ring2][Ring1][Ring1]
120,1,[C][C][C][Branch1][C][C][Branch1][C][C][O][C]
121,1,[C][N][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C]
122,1,[C][C][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][C][Branch1][C][C][C][N][C][C][C][C][Ring1][Branch1][C][=C][Ring1][S]
123,0,[C][C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O]
124,1,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][N][Ring1][#Branch1]
125,1,[N][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C]
126,1,[C][=C][O][C][C][C][C][O][C][=C]
127,1,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][C][C][=C][C][=C][Branch1][#Branch2][N][Branch1][Ring2][C][C][Cl][C][C][Cl][C][=C][Ring1][=N]
128,1,[O][=C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][Ring2][Ring1][Ring1]
129,1,[Cl][C][=C][C][=C][Branch1][=Branch2][N][=C][N][C][C][N][Ring1][Branch1][C][Branch1][C][Cl][=C][Ring1][=N]
130,1,[C][C][C][C][C][Branch1][C][C][C][Branch1][C][C][C][Ring1][Branch2]
131,1,[C][=C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][=C][C][Branch2][Ring1][Ring1][O][C][C][C][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][=C][Ring2][Ring1][O]
132,1,[C][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][O][C][C][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][Ring1]
133,1,[C][N][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][=C][C][C][N][Branch2][Ring1][Ring1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][C][C][Ring2][Ring1][N][=O]
134,1,[C][N][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][Ring1][S]
135,1,[N][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C]
136,1,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][C][N][Branch1][C][C][C][C][Ring1][P][Ring1][Branch2]
137,1,[C][N][C][C][C][Branch1][C][C][C][=C][C][Branch1][#C][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][S][N][Branch1][C][C][C][Ring2][Ring1][Branch2][Ring2][Ring1][Branch1]
138,1,[O][=C][Branch2][Ring1][=Branch1][C][C][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][C][C][Ring1][Branch2]
139,1,[C][#C][C][Branch1][C][O][C][C][C][C][C][Branch1][C][C][C][C][=C][Branch1][#Branch2][C][C][C][=Branch1][C][=O][C][Ring1][#Branch1][C][Ring1][N][C][C][C][Ring1][S][Ring2][Ring1][Ring2][C]
140,0,[C][C][=C][Branch1][C][F][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=N][C]
141,0,[C][C][=C][S][C][Branch1][#Branch1][N][C][=Branch1][C][=N][N][=N][Ring1][=Branch2]
142,0,[N][=C][Branch1][C][N][N][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][S][Ring1][O]
143,1,[C][C][C][Branch2][Ring1][P][N][C][=Branch1][C][=O][C][=C][Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
144,1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][O][C][=C][C][C][Branch1][Ring2][C][Ring1][N][N][Branch1][C][C][C][C][C][Ring1][S][Ring1][Branch2][Ring1][=N]
145,1,[C][O][C][C][C][C][C][=Branch1][=Branch1][=N][O][C][C][N][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2]
146,1,[C][O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][N][C][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Ring1][Branch2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
147,1,[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][=C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][N][=C][Ring1][N][Cl]
148,0,[O][=C][C][Branch1][C][Br][=C][C][=C][N][Ring1][#Branch1][C][C][C][N][C][C][Ring1][Branch2][C][Ring1][=Branch1]
149,0,[C][N][C][C][C][Branch2][Ring2][Branch1][N][N][=C][Branch2][Ring1][Branch2][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][C][=C][C][=C][C][=Ring1][#C][Ring1][=Branch1][C][=C][C][Ring2][Ring1][Branch1][=O][C][C][Ring2][Ring1][N]
150,1,[C][O][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
151,1,[C][C][Branch1][C][C][O][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
152,1,[C][O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
153,1,[C][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][S][C][Ring2][Ring1][Ring1]
154,1,[O][=C][C][C][C][N][Ring1][Branch1][C][C][C][C][N][C][C][N][Branch2][Ring1][Ring1][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=N][Ring1][#Branch2][C][C][Ring1][S]
155,1,[C][O][C][=C][C][=C][Branch1][Branch2][C][=N][C][=C][S][Ring1][Branch1][C][=C][Ring1][O][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
156,1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][Branch2][Ring1][Ring1][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][=Branch2]
157,1,[C][C][Branch1][C][C][Branch1][C][C][C][=N][C][Branch2][Ring1][#Branch2][N][C][C][N][Branch1][S][C][C][C][S][C][=N][C][=C][C][=Branch1][C][=O][NH1][Ring1][#Branch1][C][C][Ring1][P][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][Ring2][Ring1][O]
158,1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Ring1][Branch2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
159,1,[C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][C][C][O][C][=C][C][=C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=N][N][=C][Ring2][Ring1][Branch2]
160,0,[C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Branch1][N][C][=C][C][=C][C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O][C][C][Ring2][Ring1][Ring1][C]
161,1,[F][C][Branch1][C][F][O][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
162,1,[Br][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][N][=C][N][C][C][N][Ring1][Branch1]
163,1,[C][O][C][=C][C][=C][C][Branch2][Ring2][O][C][C][C][C][N][Branch2][Ring1][=C][C][C][C][C][Branch1][Ring1][O][C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][C][Ring1][P][C][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][=C]
164,1,[N][C][=C][C][=C][Branch1][P][C][=N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][S][Ring1][#Branch2][C][=C][Ring1][S][I]
165,1,[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][=Branch2][N][=C][N][C][C][N][Ring1][Branch1][C][Branch1][C][Cl][=C][Ring1][=C]
166,1,[O][=C][C][=C][C][Branch2][Ring1][Branch2][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][C][=C][C][=C][C][=Ring1][#C][Ring1][=Branch1][=N][N][Ring2][Ring1][Branch1][C][C][N][C][C][C][C][C][Ring1][=Branch1]
167,1,[C][C][C][C][Branch1][C][C][C][C]
168,1,[Cl][C][=C][C][=C][Branch1][C][Cl][C][Branch1][=Branch2][N][=C][N][C][C][N][Ring1][Branch1][=C][Ring1][=N]
169,0,[F][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][N][=C][N][C][C][N][Ring1][Branch1]
170,1,[Cl][C][=C][C][Branch1][C][Br][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=C][N][C][C][N][Ring1][Branch1]
171,1,[Br][C][=C][C][Branch1][C][Br][=C][Branch1][=Branch2][N][=C][N][C][C][N][Ring1][Branch1][C][Branch1][C][Br][=C][Ring1][=C]
